id;date;time;trigger;fatalities;injuries;location_description;location_accuracy;landslide_size;population;countrycode;geolocation
3719;03.07.2011;;Downpour;0;;;Known_within_15_km;Large;15926;US;(38.994100000000003, -84.7316)
3723;03.07.2011;;Rain;0;;;Known_within_50_km;Medium;0;VE;(8.6814999999999998, -70.701599999999999)
3661;27.06.2011;06:00:00;Rain;0;;;Known_within_5_km;Medium;1034;US;(39.7956, -105.76430000000001)
3504;18.05.2011;;Downpour;0;;;Known_within_1_km;Small;49138;US;(38.4069, -82.433300000000003)
3574;06.06.2011;Night;Downpour;2;;;Known_within_50_km;Medium;8904;CO;(7.7895000000000003, -74.2239)
3572;05.06.2011;;Downpour;0;;;Unknown;Medium;3983;EC;(0.84789999999999999, -78.060900000000004)
3569;03.06.2011;;Downpour;1;;;Known_within_50_km;Medium;9853;DO;(19.355599999999999, -70.918899999999994)
3564;02.06.2011;;Downpour;1;;;Known_within_10_km;Medium;18590;HT;(19.2088, -71.974699999999999)
3553;30.05.2011;Morning;Rain;0;;;Known_within_10_km;Small;1336;US;(41.255400000000002, -111.8305)
3551;29.05.2011;12:00:00;Downpour;0;;;Known_within_1_km;Small;9052;US;(44.192100000000003, -72.497500000000002)
3548;27.05.2011;Evening;Downpour;0;;;Known_within_1_km;Small;2521;US;(44.366599999999998, -73.897300000000001)
3531;23.05.2011;Late Night;Downpour;0;;;Known_within_1_km;Small;5157;US;(40.581299999999999, -79.802400000000006)
3529;22.05.2011;;Downpour;0;;;Known_within_5_km;Small;15335;US;(40.910800000000002, -111.81910000000001)
3510;18.05.2011;03:00:00;Downpour;0;;;Known_within_1_km;Small;5677;US;(40.521000000000001, -80.138000000000005)
3428;26.04.2011;;Downpour;0;;;Known_within_10_km;Small;5417;US;(35.180199999999999, -88.943600000000004)
3416;25.04.2011;;Downpour;0;;;Known_within_5_km;Small;1239;US;(40.127000000000002, -80.8202)
3518;20.05.2011;;Downpour;0;;;Known_within_50_km;Small;305704;US;(40.4407, -79.992800000000003)
3514;19.05.2011;Early Morning;Downpour;0;;;Known_within_1_km;Small;27126;US;(40.507100000000001, -79.740099999999998)
3443;01.05.2011;;Downpour;0;;;Known_within_5_km;Small;2237;US;(36.928400000000003, -83.063800000000001)
3515;19.05.2011;;Downpour;0;;;Known_within_10_km;Small;3050;US;(40.235700000000001, -79.535799999999995)
3417;25.04.2011;Night;Downpour;0;;;Known_within_5_km;Small;1084;US;(36.446100000000001, -92.462299999999999)
3516;19.05.2011;21:00:00;Downpour;0;;;Known_within_10_km;Medium;1336;US;(41.255400000000002, -111.8305)
3517;19.05.2011;Early Morning;Downpour;0;;;Known_within_1_km;Medium;3330;US;(40.448, -80.0595)
3505;18.05.2011;03:00:00;Downpour;0;;;Known_within_1_km;Small;49138;US;(38.407200000000003, -82.426100000000005)
3506;18.05.2011;;Downpour;0;;;Known_within_1_km;Small;49138;US;(38.400100000000002, -82.468500000000006)
3507;18.05.2011;;Downpour;0;;;Known_within_1_km;Small;49138;US;(38.400700000000001, -82.466200000000001)
3508;18.05.2011;;Downpour;0;;;Known_within_25_km;Small;49138;US;(38.4193, -82.445300000000003)
3511;18.05.2011;21:40:00;Downpour;0;;;Known_within_1_km;Medium;1440;US;(40.575499999999998, -79.828199999999995)
3502;17.05.2011;;Downpour;0;;;Known_within_1_km;Small;1064;US;(40.657299999999999, -79.837500000000006)
3501;17.05.2011;Evening;Downpour;0;;;Known_within_5_km;Medium;86387;CO;(6.9050000000000002, -73.002099999999999)
3499;16.05.2011;09:50:00;Downpour;0;;;Known_within_25_km;Medium;2392877;CO;(3.4676999999999998, -76.590800000000002)
3500;16.05.2011;05:45:00;Downpour;2;;;Known_within_15_km;Medium;8949;CO;(7.0960000000000001, -73.299400000000006)
3495;13.05.2011;;Continuous_rain;0;;;Known_within_1_km;Medium;7635;US;(40.011800000000001, -79.993499999999997)
7403;29.04.2011;12:00;Rain;0;1;Above_road;Known_within_10km;Medium;1399814;EC;(-0.26329999999999998, -78.506100000000004)
3352;11.04.2011;Early Morning;Downpour;0;;;Known_within_5_km;Medium;7279;CO;(1.4128000000000001, -77.397999999999996)
3489;11.05.2011;;Downpour;0;;;Known_within_50_km;Medium;11129;US;(38.645099999999999, -82.493700000000004)
3487;11.05.2011;;Downpour;0;;;Known_within_10_km;Small;11129;US;(38.674300000000002, -82.538799999999995)
3486;11.05.2011;;Downpour;0;;;Known_within_10_km;Small;2676;US;(38.445799999999998, -82.545299999999997)
3488;11.05.2011;;Downpour;0;;;Known_within_10_km;Small;2165;US;(38.543999999999997, -82.548000000000002)
3472;08.05.2011;Night;Rain;0;;;Known_within_10_km;Medium;1355;CR;(10.111800000000001, -83.979299999999995)
3471;08.05.2011;;Downpour;0;;;Known_within_50_km;Medium;5411;CO;(6.0061, -72.924000000000007)
3459;03.05.2011;05:00:00;Downpour;0;;;Known_within_1_km;Medium;1638;US;(38.703699999999998, -83.789500000000004)
3441;30.04.2011;;Downpour;0;;;Known_within_5_km;Medium;2184;US;(36.911799999999999, -92.083299999999994)
3438;28.04.2011;;Downpour;0;;;Known_within_5_km;Medium;2764;US;(37.155200000000001, -87.7898)
