Stop;Longitude;Latitude;Ort
5981;7,92556;49,98264;
5982;7,92559;49,9829;
5983;7,92563;49,98302;
5984;7,92612;49,98373;
5985;7,92622;49,98419;
5986;7,92672;49,98491;
5987;7,927;49,98595;
5988;7,92702;49,98598;
5989;7,92786;49,98652;
5990;7,92836;49,9868;
5991;7,92824;49,98697;
5992;7,92857;49,98764;
5993;7,92858;49,98768;
5994;7,92858;49,98773;
5995;7,92942;49,98795;
5996;7,92996;49,98821;
5997;7,93063;49,98843;
5998;7,93159;49,98862;
5999;7,93167;49,98886;
6000;7,93247;49,98992;
6001;7,93266;49,99022;
6002;7,93271;49,99033;
6003;7,93277;49,99055;
6004;7,93287;49,99122;
6005;7,93294;49,99148;
6006;7,93307;49,99166;
6007;7,93326;49,99184;
6008;7,93356;49,99202;
6009;7,9337;49,99214;
6010;7,93384;49,99232;
6011;7,93388;49,99241;
6012;7,93391;49,9926;
6013;7,93376;49,99409;
6014;7,93377;49,99461;
6015;7,93362;49,99499;
6016;7,93346;49,99532;
6017;7,93333;49,99601;
6018;7,93331;49,99651;
6019;7,93336;49,99691;
6020;7,93338;49,99736;
6021;7,93331;49,99767;
6022;7,93307;49,99786;
6023;7,93288;49,99795;
6024;7,93242;49,99806;
6025;7,93239;49,99821;
6026;7,93222;49,99839;
6027;7,93144;49,99891;
6028;7,9309;49,99921;
6029;7,9289;49,99984;
6030;7,928;50,00022;
6031;7,92766;50,00041;
6032;7,92721;50,00081;
6033;7,9267;50,00133;
6034;7,9261;50,00233;
6035;7,9261;50,00239;
6036;7,92614;50,00243;
6037;7,92626;50,00251;
6038;7,92643;50,00257;
6039;7,92662;50,00257;
6040;7,92641;50,00281;
6041;7,92624;50,00308;
6042;7,92597;50,0036;
6043;7,92593;50,00382;
6044;7,92593;50,00411;
6045;7,92595;50,00427;
6046;7,92605;50,0046;
6047;7,92606;50,00471;
6048;7,92604;50,00477;
6049;7,92591;50,00492;
6050;7,92581;50,00507;
6051;7,92571;50,00543;
6052;7,92569;50,00566;
6053;7,92606;50,00701;
6054;7,92624;50,00748;
6055;7,92627;50,0076;
6056;7,92627;50,00769;
6057;7,92624;50,00775;
6058;7,92602;50,00801;
6059;7,92609;50,00816;
6060;7,92613;50,0082;
6061;7,92623;50,00825;
6062;7,92725;50,00854;
6063;7,92762;50,0087;
6064;7,92772;50,00877;
6065;7,9278;50,00887;
6066;7,92779;50,00897;
6067;7,92764;50,00937;
6068;7,92764;50,00944;
6069;7,92794;50,01001;
6070;7,92809;50,01025;
6071;7,92833;50,01053;
6072;7,92885;50,01124;
6073;7,93594;50,02368;
6074;7,93599;50,02449;
6075;7,93623;50,02516;
6076;7,93638;50,02548;
6077;7,93639;50,0256;
6078;7,93627;50,02586;
6079;7,93623;50,02616;
6080;7,93624;50,02634;
6081;7,93689;50,02765;
6082;7,93881;50,02923;
6083;7,9392;50,02948;
6084;7,93931;50,02957;
6085;7,9394;50,02975;
6086;7,9396;50,03004;
6087;7,9397;50,03015;
6088;7,93983;50,03025;
6089;7,94033;50,03053;
6090;7,94037;50,03058;
6091;7,94039;50,03065;
6092;7,94036;50,03112;
6093;7,94044;50,03141;
6094;7,94069;50,03206;
6095;7,94078;50,03223;
6096;7,94156;50,03303;
6097;7,94167;50,03312;
6098;7,94257;50,03351;
6099;7,9432;50,03388;
6100;7,9437;50,03422;
6101;7,94376;50,03425;
6102;7,94397;50,03429;
6103;7,94399;50,03435;
6104;7,94426;50,03432;
6105;7,94459;50,03433;
6106;7,94499;50,03441;
6107;7,94588;50,03467;
6108;7,94657;50,03492;
6109;7,94704;50,03513;
6110;7,94713;50,03513;
6111;7,94717;50,0351;
6112;7,94737;50,03533;
6113;7,94754;50,03559;
6114;7,94801;50,03602;
6115;7,94848;50,03662;
6116;7,94859;50,03686;
6117;7,94859;50,0369;
6118;7,9486;50,03694;
6119;7,94859;50,03707;
6120;7,94855;50,03726;
6121;7,94855;50,03729;
6122;7,94859;50,03737;
6123;7,94865;50,03743;
6124;7,94885;50,03755;
6125;7,94913;50,03783;
6126;7,95073;50,03887;
6127;7,95096;50,03897;
6128;7,95108;50,03907;
6129;7,95116;50,03911;
6130;7,9521;50,03926;
6131;7,9522;50,03933;
6132;7,95227;50,03945;
6133;7,95258;50,04027;
6134;7,95266;50,04042;
6135;7,95293;50,04071;
6136;7,95496;50,04256;
6137;7,95503;50,04264;
6138;7,95506;50,04266;
6139;7,95561;50,04285;
6140;7,95924;50,04379;
6141;7,95938;50,04384;
6142;7,95963;50,04387;
6143;7,97382;50,04651;
6144;7,97386;50,04653;
6145;7,97401;50,04657;
6146;7,97407;50,0466;
6147;7,97499;50,04733;
6148;7,97516;50,04743;
6149;7,9754;50,04764;
6150;7,97553;50,04771;
6151;7,98487;50,05083;
6152;7,98657;50,05133;
6153;7,98747;50,05164;
6154;7,99362;50,05411;
6155;7,99722;50,0554;
6156;8,00792;50,05888;
6157;8,01078;50,06136;
6158;8,01148;50,06178;
6159;8,01228;50,06211;
6160;8,01341;50,06238;
6161;8,01503;50,06269;
6162;8,0155;50,06282;
6163;8,01582;50,06288;
6164;8,01704;50,06302;
6165;8,01764;50,06314;
6166;8,01811;50,06327;
6167;8,02028;50,06406;
6168;8,02268;50,06516;
6169;8,02737;50,06696;
6170;8,02767;50,06712;
6171;8,02729;50,06882;
6172;8,02745;50,0692;
6173;8,02811;50,06988;
6174;8,02805;50,0706;
6175;8,02852;50,07093;
6176;8,03046;50,07162;
6177;8,03227;50,0726;
6178;8,03275;50,07261;
6179;8,03314;50,07267;
6180;8,03331;50,07272;
6181;8,0336;50,07287;
6182;8,0337;50,07298;
6183;8,03378;50,07318;
6184;8,03377;50,07345;
6185;8,03414;50,07433;
6186;8,03462;50,07486;
6187;8,03498;50,07543;
6188;8,03531;50,07568;
6189;8,03588;50,07598;
6190;8,03705;50,07638;
6191;8,03786;50,07654;
6192;8,03836;50,07658;
6193;8,03998;50,07694;
6194;8,04126;50,07757;
6195;8,04389;50,07807;
6196;8,04461;50,07845;
6197;8,04586;50,07899;
6198;8,04584;50,07906;
6199;8,0476;50,07953;
6200;8,04821;50,07963;
6201;8,04865;50,08007;
6202;8,04877;50,08051;
6203;8,04882;50,08081;
6204;8,04919;50,08118;
6205;8,04969;50,0815;
6206;8,05066;50,08183;
6207;8,05115;50,0821;
6208;8,05172;50,08226;
6209;8,05287;50,08284;
6210;8,05348;50,08319;
6211;8,05416;50,08337;
6212;8,0543;50,08336;
6213;8,05504;50,0846;
6214;8,05443;50,08569;
6215;8,05837;50,08649;
6216;8,05904;50,08682;
6217;8,05957;50,08724;
6218;8,05989;50,08757;
6219;8,06002;50,08755;
6220;8,06077;50,08873;
6221;8,06078;50,08877;
6222;8,06072;50,08895;
6223;8,07327;50,0924;
6224;8,07719;50,09359;
6225;8,07631;50,09438;
6226;8,07816;50,09538;
6227;8,07878;50,09566;
6228;8,0803;50,09611;
6229;8,08055;50,0961;
6230;8,0814;50,09826;
6231;8,08207;50,10037;
6232;8,0822;50,10041;
6233;8,08254;50,10061;
6234;8,08347;50,10091;
6235;8,08581;50,10124;
6236;8,08588;50,10128;
6237;8,08592;50,10134;
6238;8,08699;50,10358;
6239;8,08769;50,10491;
6240;8,08759;50,10494;
6241;8,08907;50,1055;
6242;8,08982;50,10574;
6243;8,09149;50,1061;
6244;8,09277;50,1066;
6245;8,09358;50,10725;
6246;8,0943;50,10764;
6247;8,0945;50,10781;
6248;8,09447;50,10786;
6249;8,09441;50,10789;
6250;8,09412;50,10795;
6251;8,0939;50,10792;
6252;8,09376;50,10786;
6253;8,09359;50,10788;
6254;8,09358;50,10791;
6255;8,09359;50,10793;
6256;8,09391;50,10812;
6257;8,09435;50,10833;
6258;8,095;50,10848;
6259;8,09546;50,10868;
6260;8,09559;50,10872;
6261;8,0956;50,1088;
6262;8,09586;50,10884;
6263;8,0971;50,10885;
6264;8,09733;50,10887;
6265;8,09749;50,10892;
6266;8,09811;50,10851;
6267;8,09889;50,10878;
6268;8,09892;50,1088;
6269;8,09921;50,10911;
6270;8,09968;50,10946;
6271;8,10212;50,11048;
6272;8,10295;50,11075;
6273;8,10383;50,11091;
6274;8,10421;50,11101;
6275;8,10444;50,11133;
6276;8,10489;50,11164;
6277;8,10522;50,11199;
6278;8,10586;50,11255;
6279;8,10618;50,11306;
6280;8,10642;50,1133;
6281;8,10683;50,11378;
6282;8,10709;50,11402;
6283;8,10712;50,11425;
6284;8,10726;50,11453;
6285;8,10804;50,11539;
6286;8,10824;50,11572;
6287;8,10857;50,11662;
6288;8,11052;50,11621;
6289;8,1106;50,11656;
6290;8,11065;50,11666;
6291;8,11066;50,11673;
6292;8,11107;50,11754;
6293;8,11118;50,1177;
6294;8,11226;50,11828;
6295;8,11331;50,11856;
6296;8,11357;50,11861;
6297;8,11371;50,11862;
6298;8,11583;50,11847;
6299;8,11597;50,11849;
6300;8,11622;50,11858;
6301;8,11662;50,11882;
6302;8,11801;50,12007;
6303;8,11717;50,12101;
6304;8,1171;50,12105;
6305;8,11642;50,1213;
6306;8,11642;50,12134;
6307;8,11658;50,12157;
6308;8,11664;50,12169;
6309;8,11664;50,12176;
6310;8,11636;50,12222;
6311;8,11627;50,1225;
6312;8,11629;50,12293;
6313;8,11631;50,12298;
6314;8,11635;50,12304;
6315;8,11667;50,12336;
6316;8,11694;50,12359;
6317;8,11724;50,12374;
6318;8,11762;50,12382;
6319;8,11797;50,12386;
6320;8,11834;50,12384;
6321;8,1201;50,12355;
6322;8,12101;50,12366;
6323;8,12116;50,12371;
6324;8,12151;50,12388;
6325;8,12207;50,12435;
6326;8,12259;50,12472;
6327;8,12268;50,12476;
6328;8,12277;50,12484;
6329;8,12281;50,12494;
6330;8,12289;50,12545;
6331;8,12294;50,12559;
6332;8,12331;50,12615;
6333;8,12338;50,12637;
6334;8,1234;50,12658;
6335;8,12358;50,12704;
6336;8,12382;50,12732;
6337;8,12413;50,1275;
6338;8,12443;50,12764;
6339;8,12521;50,12789;
6340;8,12569;50,1281;
6341;8,12607;50,12833;
6342;8,12686;50,129;
6343;8,12705;50,12925;
6344;8,12718;50,12977;
6345;8,1272;50,13032;
6346;8,1273;50,1305;
6347;8,1275;50,13068;
6348;8,12782;50,13082;
6349;8,12905;50,13115;
6350;8,12956;50,13137;
6351;8,13008;50,13165;
6352;8,13074;50,13217;
6353;8,13103;50,13244;
6354;8,13139;50,13283;
6355;8,13153;50,13286;
6356;8,13182;50,13298;
6357;8,13222;50,13308;
6358;8,13252;50,13321;
6359;8,13296;50,13358;
6360;8,13307;50,13392;
6361;8,1331;50,13418;
6362;8,13275;50,1354;
6363;8,1326;50,1358;
6364;8,13257;50,13604;
6365;8,1326;50,13611;
6366;8,13268;50,13617;
6367;8,13345;50,13638;
6368;8,13703;50,13705;
6369;8,1376;50,13727;
6370;8,13787;50,13745;
6371;8,13795;50,13754;
6372;8,13851;50,13755;
6373;8,13918;50,13769;
6374;8,14073;50,13828;
6375;8,14368;50,13908;
6376;8,14493;50,13926;
6377;8,1447;50,13977;
6378;8,14458;50,14015;
6379;8,14619;50,14032;
6380;8,14629;50,14036;
6381;8,14678;50,14048;
6382;8,15255;50,14158;
6383;8,15266;50,14158;
6384;8,15869;50,14276;
6385;8,15876;50,14279;
6386;8,15909;50,14285;
6387;8,15913;50,14285;
6388;8,15917;50,14284;
6389;8,15928;50,14284;
6390;8,15943;50,14286;
6391;8,1596;50,14293;
6392;8,1604;50,1431;
6393;8,16059;50,14312;
6394;8,16066;50,14311;
6395;8,16087;50,1432;
6396;8,16093;50,1432;
6397;8,16835;50,14466;
6398;8,1691;50,14485;
6399;8,1701;50,1452;
6400;8,17087;50,14555;
6401;8,17142;50,14588;
6402;8,17244;50,14661;
6403;8,17254;50,14671;
6404;8,17382;50,14767;
6405;8,17394;50,14773;
6406;8,17414;50,14792;
6407;8,18028;50,15246;
6408;8,18321;50,15481;
6409;8,18367;50,15511;
6410;8,18384;50,1552;
6411;8,18478;50,15546;
6412;8,18493;50,15553;
6413;8,18503;50,15563;
6414;8,18509;50,15571;
6415;8,18512;50,15577;
6416;8,18526;50,15644;
6417;8,18528;50,15663;
6418;8,1853;50,15671;
6419;8,18536;50,15681;
6420;8,18545;50,15687;
6421;8,18558;50,15692;
6422;8,19051;50,15814;
6423;8,19098;50,15837;
6424;8,19313;50,16007;
6425;8,19329;50,16024;
6426;8,19389;50,16105;
6427;8,19422;50,16139;
6428;8,19436;50,1615;
6429;8,19466;50,16168;
6430;8,19488;50,16178;
6431;8,19523;50,1619;
6432;8,19583;50,16203;
6433;8,19667;50,16216;
6434;8,19749;50,16233;
6435;8,19796;50,16248;
6436;8,20035;50,16343;
6437;8,20092;50,16373;
6438;8,20402;50,16562;
6439;8,20558;50,1665;
6440;8,20642;50,16706;
6441;8,20649;50,16713;
6442;8,20829;50,16823;
6443;8,20922;50,16888;
6444;8,21018;50,16967;
6445;8,21049;50,17002;
6446;8,21051;50,17007;
6447;8,2112;50,17063;
6448;8,21118;50,17066;
6449;8,21118;50,17068;
6450;8,21117;50,1707;
6451;8,21118;50,17073;
6452;8,21119;50,17073;
6453;8,21119;50,17075;
6454;8,2112;50,17075;
6455;8,21124;50,17079;
6456;8,21125;50,17079;
6457;8,21126;50,1708;
6458;8,21128;50,1708;
6459;8,21129;50,17081;
6460;8,21131;50,17081;
6461;8,21132;50,17082;
6462;8,21136;50,17082;
6463;8,21172;50,17111;
6464;8,21242;50,17155;
6465;8,21282;50,17169;
6466;8,21309;50,17176;
6467;8,21457;50,1723;
6468;8,21498;50,17249;
6469;8,22151;50,17499;
6470;8,22158;50,17499;
6471;8,22283;50,17548;
6472;8,22364;50,17585;
6473;8,22429;50,17622;
6474;8,22466;50,17647;
6475;8,22509;50,17681;
6476;8,22549;50,17718;
6477;8,22742;50,17953;
6478;8,22759;50,17984;
6479;8,22765;50,18003;
6480;8,22767;50,18024;
6481;8,2276;50,18055;
6482;8,22741;50,18088;
6483;8,2269;50,1815;
6484;8,22676;50,18171;
6485;8,22667;50,18191;
6486;8,22664;50,18212;
6487;8,22664;50,18227;
6488;8,22667;50,18242;
6489;8,22671;50,18252;
6490;8,22717;50,18336;
6491;8,22731;50,1837;
6492;8,22735;50,18387;
6493;8,22742;50,18468;
6494;8,22745;50,18484;
6495;8,22749;50,18496;
6496;8,22755;50,18508;
6497;8,22762;50,18516;
6498;8,22773;50,18525;
6499;8,22791;50,18535;
6500;8,22812;50,18544;
6501;8,22962;50,18592;
6502;8,22994;50,18609;
6503;8,23015;50,18624;
6504;8,23037;50,18645;
6505;8,23047;50,1866;
6506;8,23058;50,18689;
6507;8,2306;50,18705;
6508;8,23058;50,18724;
6509;8,23054;50,18742;
6510;8,2303;50,18796;
6511;8,23026;50,18809;
6512;8,23023;50,18836;
6513;8,23026;50,18854;
6514;8,23032;50,1887;
6515;8,23043;50,18889;
6516;8,23068;50,18919;
6517;8,23082;50,18933;
6518;8,23103;50,18947;
6519;8,23117;50,18953;
6520;8,23137;50,18959;
6521;8,23164;50,18962;
6522;8,23204;50,18958;
6523;8,23228;50,1895;
6524;8,23251;50,18936;
6525;8,23264;50,18924;
6526;8,23272;50,18907;
6527;8,23284;50,18858;
6528;8,2329;50,18848;
6529;8,23301;50,18835;
6530;8,23316;50,18825;
6531;8,23346;50,18812;
6532;8,23382;50,18805;
6533;8,23413;50,18802;
6534;8,23455;50,18803;
6535;8,23491;50,18808;
6536;8,23518;50,18816;
6537;8,23556;50,18836;
6538;8,23645;50,18898;
6539;8,23719;50,18941;
6540;8,23753;50,18964;
6541;8,23811;50,18975;
6542;8,23905;50,19012;
6543;8,23987;50,19031;
6544;8,2416;50,1906;
6545;8,24221;50,19076;
6546;8,24254;50,19091;
6547;8,24267;50,19099;
6548;8,24281;50,19111;
6549;8,24293;50,19129;
6550;8,24301;50,19148;
6551;8,24305;50,1917;
6552;8,24302;50,19353;
6553;8,24307;50,19399;
6554;8,24324;50,19468;
6555;8,24334;50,19491;
6556;8,24364;50,19547;
6557;8,24408;50,19616;
6558;8,24418;50,19623;
6559;8,24444;50,19666;
6560;8,24458;50,19698;
6561;8,24467;50,19731;
6562;8,24468;50,1977;
6563;8,24466;50,19795;
6564;8,24454;50,1987;
6565;8,2445;50,19879;
6566;8,24452;50,1992;
6567;8,24458;50,1995;
6568;8,24494;50,20062;
6569;8,24498;50,20107;
6570;8,24492;50,20171;
6571;8,2449;50,20233;
6572;8,24494;50,20248;
6573;8,24504;50,2027;
6574;8,24516;50,20287;
6575;8,24543;50,20311;
6576;8,2457;50,20327;
6577;8,2459;50,20336;
6578;8,24624;50,20347;
6579;8,2481;50,20376;
6580;8,24908;50,20399;
6581;8,24946;50,20411;
6582;8,25058;50,20458;
6583;8,25063;50,20462;
6584;8,25102;50,2048;
6585;8,25264;50,20571;
6586;8,25278;50,20577;
6587;8,25315;50,20599;
6588;8,25328;50,2061;
6589;8,25362;50,20649;
6590;8,25374;50,20667;
6591;8,25392;50,20712;
6592;8,25396;50,2075;
6593;8,25395;50,20765;
6594;8,25391;50,20785;
6595;8,25384;50,20803;
6596;8,25359;50,20847;
6597;8,25365;50,20852;
6598;8,25366;50,20852;
6599;8,25367;50,20853;
6600;8,25367;50,20854;
6601;8,25368;50,20855;
6602;8,25368;50,20856;
6603;8,25369;50,20857;
6604;8,25369;50,20864;
6605;8,25367;50,20867;
6606;8,25365;50,20868;
6607;8,25362;50,20871;
6608;8,25361;50,20871;
6609;8,2536;50,20872;
6610;8,25359;50,20872;
6611;8,25357;50,20873;
6612;8,25356;50,20873;
6613;8,25355;50,20874;
6614;8,25352;50,20874;
6615;8,2535;50,20875;
6616;8,25343;50,20875;
6617;8,25341;50,20874;
6618;8,25292;50,20959;
6619;8,25279;50,20998;
6620;8,25275;50,21035;
6621;8,25295;50,21395;
6622;8,25293;50,21404;
6623;8,25295;50,21507;
6624;8,25299;50,21558;
6625;8,253;50,21561;
6626;8,25313;50,21701;
6627;8,25313;50,21718;
6628;8,25317;50,21725;
6629;8,25332;50,21982;
6630;8,25343;50,22081;
6631;8,25375;50,22251;
6632;8,25392;50,22321;
6633;8,25392;50,22332;
6634;8,25398;50,22357;
6635;8,25398;50,22361;
6636;8,25395;50,22367;
6637;8,25391;50,22369;
6638;8,25389;50,22371;
6639;8,25388;50,22371;
6640;8,25387;50,22372;
6641;8,25387;50,22373;
6642;8,25386;50,22374;
6643;8,25386;50,22375;
6644;8,25385;50,22376;
6645;8,25385;50,22377;
6646;8,25384;50,22378;
6647;8,25384;50,2238;
6648;8,25385;50,22381;
6649;8,25385;50,22384;
6650;8,25386;50,22385;
6651;8,25387;50,22385;
6652;8,25387;50,22386;
6653;8,25389;50,22388;
6654;8,2539;50,22388;
6655;8,25392;50,2239;
6656;8,25393;50,2239;
6657;8,25394;50,22391;
6658;8,25395;50,22391;
6659;8,25396;50,22392;
6660;8,25397;50,22392;
6661;8,25399;50,22393;
6662;8,25403;50,22393;
6663;8,25417;50,22417;
6664;8,25435;50,22507;
6665;8,25444;50,22537;
6666;8,25471;50,22598;
6667;8,255;50,22641;
6668;8,25544;50,22689;
6669;8,25572;50,22714;
6670;8,2561;50,22743;
6671;8,25677;50,22785;
6672;8,25719;50,22805;
6673;8,25871;50,22864;
6674;8,25888;50,22868;
6675;8,25939;50,22885;
6676;8,26015;50,22917;
6677;8,26054;50,22937;
6678;8,26098;50,22964;
6679;8,26141;50,22995;
6680;8,26158;50,23004;
6681;8,26214;50,23054;
6682;8,26222;50,23065;
6683;8,26599;50,23382;
6684;8,26654;50,23422;
6685;8,26748;50,2348;
6686;8,26828;50,23521;
6687;8,26884;50,23545;
6688;8,26979;50,2358;
6689;8,27108;50,23616;
6690;8,27239;50,23643;
6691;8,27366;50,23659;
6692;8,27533;50,23667;
6693;8,27615;50,23665;
6694;8,27729;50,23656;
6695;8,27849;50,23639;
6696;8,28228;50,23564;
6697;8,28329;50,2355;
6698;8,28448;50,23541;
6699;8,28529;50,23542;
6700;8,28597;50,23547;
6701;8,2861;50,23551;
6702;8,28746;50,23563;
6703;8,28814;50,23573;
6704;8,28932;50,236;
6705;8,29016;50,23629;
6706;8,29028;50,23631;
6707;8,29117;50,23663;
6708;8,30022;50,2404;
6709;8,30078;50,24059;
6710;8,30117;50,24066;
6711;8,30252;50,24078;
6712;8,30283;50,24084;
6713;8,30973;50,24269;
6714;8,31005;50,24282;
6715;8,31044;50,24306;
6716;8,31065;50,24324;
6717;8,31091;50,24352;
6718;8,31098;50,24363;
6719;8,31116;50,24402;
6720;8,31136;50,24431;
6721;8,31153;50,2445;
6722;8,31184;50,24476;
6723;8,31198;50,2449;
6724;8,31206;50,24501;
6725;8,31217;50,24521;
6726;8,31223;50,24543;
6727;8,31223;50,24564;
6728;8,31221;50,24575;
6729;8,31157;50,24777;
6730;8,31213;50,24822;
6731;8,31253;50,24859;
6732;8,31294;50,2489;
6733;8,31309;50,24894;
6734;8,31321;50,24895;
6735;8,31369;50,2494;
6736;8,31391;50,24976;
6737;8,31401;50,25007;
6738;8,31405;50,25006;
6739;8,31417;50,25006;
6740;8,31459;50,25013;
6741;8,31561;50,25019;
6742;8,31671;50,25044;
6743;8,31716;50,25051;
6744;8,31716;50,25055;
6745;8,31717;50,25056;
6746;8,31717;50,25058;
6747;8,31728;50,25075;
6748;8,31733;50,25091;
6749;8,31733;50,25104;
6750;8,31728;50,25133;
6751;8,31718;50,25159;
6752;8,31819;50,2519;
6753;8,31873;50,25199;
6754;8,31972;50,25208;
6755;8,32033;50,25225;
6756;8,32044;50,25231;
6757;8,32057;50,25241;
6758;8,32066;50,25251;
6759;8,32071;50,2526;
6760;8,32073;50,2527;
6761;8,32072;50,25317;
6762;8,32074;50,2533;
6763;8,32076;50,25336;
6764;8,32089;50,25356;
6765;8,32103;50,25371;
6766;8,32114;50,2538;
6767;8,32156;50,25399;
6768;8,32206;50,25412;
6769;8,32301;50,25427;
6770;8,32317;50,25432;
6771;8,32394;50,25464;
6772;8,32397;50,25466;
6773;8,324;50,25467;
6774;8,32413;50,25477;
6775;8,32442;50,2552;
6776;8,32449;50,25527;
6777;8,32467;50,2554;
6778;8,32491;50,25554;
6779;8,3252;50,25565;
6780;8,32533;50,25568;
6781;8,32568;50,25572;
6782;8,32641;50,25574;
6783;8,32638;50,25621;
6784;8,32639;50,25626;
6785;8,32641;50,25629;
6786;8,3266;50,25646;
6787;8,32701;50,25674;
6788;8,32795;50,25722;
6789;8,32814;50,25728;
6790;8,33008;50,25757;
6791;8,33026;50,25762;
6792;8,33182;50,2583;
6793;8,33202;50,25846;
6794;8,33231;50,25876;
6795;8,33327;50,25964;
6796;8,33512;50,26105;
6797;8,33566;50,26128;
6798;8,33712;50,2617;
6799;8,33748;50,26177;
6800;8,3395;50,26196;
6801;8,33978;50,26205;
6802;8,33989;50,2621;
6803;8,33997;50,26216;
6804;8,34004;50,26226;
6805;8,34009;50,26238;
6806;8,34045;50,26288;
6807;8,34073;50,26359;
6808;8,34085;50,26376;
6809;8,34103;50,26387;
6810;8,34151;50,26409;
6811;8,34204;50,26426;
6812;8,3433;50,26439;
6813;8,34419;50,26453;
6814;8,34466;50,26466;
6815;8,34521;50,26489;
6816;8,34534;50,26497;
6817;8,34542;50,26508;
6818;8,34589;50,26512;
6819;8,3469;50,26507;
6820;8,34704;50,26509;
6821;8,34787;50,2653;
6822;8,35186;50,26679;
6823;8,35424;50,26794;
6824;8,35464;50,26822;
6825;8,35746;50,26959;
6826;8,35825;50,27002;
6827;8,36018;50,27119;
6828;8,36034;50,27131;
6829;8,36136;50,27236;
6830;8,36256;50,27348;
6831;8,36263;50,27362;
6832;8,36297;50,27522;
6833;8,36309;50,27615;
6834;8,36342;50,27725;
6835;8,36366;50,27778;
6836;8,3637;50,27848;
6837;8,36382;50,279;
6838;8,36399;50,27941;
6839;8,36462;50,28042;
6840;8,36525;50,2811;
6841;8,36533;50,28121;
6842;8,36539;50,2814;
6843;8,36539;50,28143;
6844;8,36526;50,28174;
6845;8,36545;50,28182;
6846;8,36588;50,28194;
6847;8,36608;50,28197;
6848;8,36614;50,28199;
6849;8,36623;50,28206;
6850;8,36643;50,28229;
6851;8,36844;50,28389;
6852;8,36873;50,28406;
6853;8,36981;50,28429;
6854;8,37009;50,28439;
6855;8,37033;50,28461;
6856;8,37138;50,2871;
6857;8,37152;50,28728;
6858;8,37266;50,28826;
6859;8,37439;50,28992;
6860;8,37447;50,29003;
6861;8,37453;50,29062;
6862;8,37493;50,29058;
6863;8,37503;50,29096;
6864;8,37508;50,29104;
6865;8,37515;50,29111;
6866;8,37526;50,29119;
6867;8,37539;50,29124;
6868;8,37557;50,29128;
6869;8,37632;50,29137;
6870;8,37708;50,29137;
6871;8,37829;50,29163;
6872;8,37878;50,29178;
6873;8,37931;50,29199;
6874;8,37957;50,29215;
6875;8,37967;50,29223;
6876;8,38062;50,29283;
6877;8,38105;50,29315;
6878;8,3813;50,29329;
6879;8,38152;50,29337;
6880;8,38186;50,29343;
6881;8,38198;50,29343;
6882;8,38203;50,29344;
6883;8,3845;50,29328;
6884;8,38486;50,29333;
6885;8,38512;50,29341;
6886;8,38539;50,29354;
6887;8,38561;50,29371;
6888;8,38573;50,29387;
6889;8,38581;50,29406;
6890;8,38602;50,29492;
6891;8,38609;50,29504;
6892;8,3862;50,29518;
6893;8,38632;50,2953;
6894;8,38641;50,29537;
6895;8,38699;50,29594;
6896;8,38708;50,29601;
6897;8,38809;50,2971;
6898;8,38849;50,29747;
6899;8,38927;50,29803;
6900;8,38972;50,29829;
6901;8,38978;50,29834;
6902;8,39262;50,29984;
6903;8,39521;50,30137;
6904;8,39573;50,30163;
6905;8,39754;50,30228;
6906;8,39836;50,30267;
6907;8,39968;50,30344;
6908;8,40038;50,30391;
6909;8,4007;50,30417;
6910;8,40115;50,30462;
6911;8,40127;50,30477;
6912;8,40128;50,30482;
6913;8,40194;50,30556;
6914;8,40369;50,30734;
6915;8,40387;50,30748;
6916;8,40466;50,308;
6917;8,40485;50,30815;
6918;8,40495;50,30827;
6919;8,40513;50,30854;
6920;8,40628;50,31075;
6921;8,40658;50,31123;
6922;8,4076;50,31247;
6923;8,4085;50,31401;
6924;8,40866;50,31439;
6925;8,40873;50,31463;
6926;8,40877;50,31466;
6927;8,40883;50,31468;
6928;8,40887;50,31468;
6929;8,41038;50,31442;
6930;8,41053;50,31443;
6931;8,4107;50,31461;
6932;8,41075;50,31473;
6933;8,41074;50,31483;
6934;8,41018;50,31578;
6935;8,40976;50,31613;
6936;8,40973;50,31618;
6937;8,40972;50,31624;
6938;8,40975;50,31679;
6939;8,41183;50,31695;
6940;8,41213;50,31695;
6941;8,41218;50,31698;
6942;8,41351;50,31835;
6943;8,41359;50,31841;
6944;8,41365;50,31842;
6945;8,41368;50,31846;
6946;8,41375;50,31862;
6947;8,41399;50,31936;
6948;8,41427;50,31912;
6949;8,4143;50,31908;
6950;8,41447;50,31927;
6951;8,4145;50,31929;
6952;8,41452;50,31929;
6953;8,41454;50,3193;
6954;8,41487;50,31933;
6955;8,41492;50,31936;
6956;8,41494;50,31936;
6957;8,41666;50,32058;
6958;8,41664;50,32075;
6959;8,41631;50,3216;
6960;8,41628;50,32183;
6961;8,41619;50,32204;
6962;8,4159;50,32235;
6963;8,41589;50,32237;
6964;8,41589;50,32248;
6965;8,4159;50,32249;
6966;8,4159;50,32251;
6967;8,41613;50,3228;
6968;8,41662;50,32322;
6969;8,41729;50,32388;
6970;8,41745;50,32398;
6971;8,41764;50,32406;
6972;8,4191;50,32442;
6973;8,4206;50,32485;
6974;8,4213;50,32511;
6975;8,4219;50,3245;
6976;8,42256;50,32511;
6977;8,42384;50,32584;
6978;8,42389;50,32578;
6979;8,42396;50,32581;
