Stop;Longitude;Latitude;Ort
19260;11,30106;52,32805;
19261;11,30159;52,32764;
19262;11,30164;52,32758;
19263;11,30176;52,32717;
19264;11,3027;52,32723;
19265;11,30291;52,32723;
19266;11,30377;52,3274;
19267;11,30616;52,32708;
19268;11,30731;52,32686;
19269;11,30826;52,32656;
19270;11,31088;52,32581;
19271;11,31127;52,32566;
19272;11,31224;52,32513;
19273;11,31318;52,32471;
19274;11,31341;52,32463;
19275;11,314;52,32429;
19276;11,3219;52,32388;
19277;11,32236;52,32382;
19278;11,3224;52,32381;
19279;11,32243;52,32381;
19280;11,32275;52,3237;
19281;11,32399;52,32316;
19282;11,32419;52,32309;
19283;11,32466;52,323;
19284;11,32514;52,32297;
19285;11,34163;52,32248;
19286;11,3418;52,32251;
19287;11,34187;52,32254;
19288;11,3433;52,32163;
19289;11,34346;52,32156;
19290;11,34624;52,32114;
19291;11,34661;52,32101;
19292;11,34755;52,32028;
19293;11,34766;52,32018;
19294;11,34777;52,32003;
19295;11,34803;52,31939;
19296;11,34819;52,31908;
19297;11,34827;52,31896;
19298;11,3518;52,31446;
19299;11,35329;52,31306;
19300;11,35337;52,31295;
19301;11,35342;52,31284;
19302;11,35471;52,31158;
19303;11,35511;52,31115;
19304;11,35686;52,30948;
19305;11,35921;52,30715;
19306;11,3594;52,307;
19307;11,35973;52,3068;
19308;11,36002;52,30671;
19309;11,36057;52,30651;
19310;11,36172;52,30601;
19311;11,36462;52,30486;
19312;11,36486;52,30471;
19313;11,36502;52,30458;
19314;11,36514;52,30446;
19315;11,36598;52,30344;
19316;11,36646;52,30297;
19317;11,36679;52,3027;
19318;11,36733;52,30221;
19319;11,36768;52,30192;
19320;11,36773;52,30185;
19321;11,36789;52,30178;
19322;11,36809;52,30165;
19323;11,36829;52,30155;
19324;11,36863;52,30143;
19325;11,36867;52,30141;
19326;11,36886;52,30139;
19327;11,36902;52,30131;
19328;11,36981;52,30134;
19329;11,37018;52,30138;
19330;11,37111;52,30157;
19331;11,37186;52,30168;
19332;11,37514;52,30229;
19333;11,37579;52,30238;
19334;11,37636;52,30241;
19335;11,38137;52,30243;
19336;11,38738;52,30214;
19337;11,38989;52,30176;
19338;11,39079;52,3016;
19339;11,39146;52,30145;
19340;11,39548;52,3004;
19341;11,39554;52,30039;
19342;11,39604;52,30024;
19343;11,39665;52,30009;
19344;11,39669;52,30006;
19345;11,39717;52,29999;
19346;11,39755;52,29997;
19347;11,39769;52,29998;
19348;11,39823;52,29998;
19349;11,39835;52,2997;
19350;11,39841;52,29963;
19351;11,39843;52,29957;
19352;11,39844;52,29951;
19353;11,39857;52,29924;
19354;11,39867;52,29914;
19355;11,39888;52,29897;
19356;11,39934;52,29873;
19357;11,39968;52,29851;
19358;11,40088;52,29762;
19359;11,40145;52,29715;
19360;11,4028;52,29584;
19361;11,40294;52,29572;
19362;11,40309;52,29556;
19363;11,40333;52,29524;
19364;11,40347;52,29511;
19365;11,40369;52,29496;
19366;11,405;52,29416;
19367;11,40587;52,29377;
19368;11,40631;52,29353;
19369;11,4071;52,29316;
19370;11,40767;52,29292;
19371;11,40897;52,29226;
19372;11,41108;52,29131;
19373;11,41126;52,29126;
19374;11,4115;52,29133;
19375;11,41152;52,29126;
19376;11,41166;52,29113;
19377;11,41209;52,2909;
19378;11,4152;52,28946;
19379;11,41526;52,28942;
19380;11,41535;52,28933;
19381;11,41527;52,28915;
19382;11,4153;52,28906;
19383;11,41534;52,28899;
19384;11,41549;52,2888;
19385;11,41564;52,28864;
19386;11,41574;52,28855;
19387;11,41587;52,28847;
19388;11,41617;52,28834;
19389;11,41632;52,28831;
19390;11,41647;52,28826;
19391;11,41663;52,28826;
19392;11,41666;52,28825;
19393;11,41749;52,28786;
19394;11,41759;52,28777;
19395;11,41801;52,28755;
19396;11,41924;52,28681;
19397;11,41932;52,28677;
19398;11,41964;52,28664;
19399;11,42015;52,28647;
19400;11,4202;52,28646;
19401;11,4275;52,28411;
19402;11,42826;52,28384;
19403;11,42903;52,28353;
19404;11,42918;52,2835;
19405;11,42984;52,28327;
19406;11,43343;52,28187;
19407;11,43456;52,2814;
19408;11,43459;52,28137;
19409;11,43468;52,28131;
19410;11,43512;52,28114;
19411;11,43516;52,28113;
19412;11,44147;52,27866;
19413;11,44159;52,27859;
19414;11,44447;52,27745;
19415;11,44498;52,27727;
19416;11,44512;52,27723;
19417;11,44837;52,27595;
19418;11,44877;52,27572;
19419;11,44894;52,27558;
19420;11,44905;52,27547;
19421;11,44915;52,27534;
19422;11,45027;52,27343;
19423;11,45041;52,27323;
19424;11,45054;52,27308;
19425;11,4508;52,27285;
19426;11,45104;52,27266;
19427;11,45143;52,27243;
19428;11,45172;52,27228;
19429;11,45225;52,27208;
19430;11,45284;52,27194;
19431;11,45345;52,27182;
19432;11,4541;52,27178;
19433;11,45462;52,27179;
19434;11,45468;52,2718;
19435;11,45498;52,27182;
19436;11,45518;52,27182;
19437;11,46288;52,27277;
19438;11,46324;52,27278;
19439;11,46356;52,27276;
19440;11,46405;52,27268;
19441;11,46441;52,27265;
19442;11,46692;52,2726;
19443;11,46758;52,27254;
19444;11,46792;52,27246;
19445;11,46855;52,27224;
19446;11,46865;52,27219;
19447;11,46903;52,2719;
19448;11,46989;52,27084;
19449;11,47031;52,27045;
19450;11,47489;52,26684;
19451;11,47654;52,26569;
19452;11,4768;52,26548;
19453;11,477;52,2653;
19454;11,47719;52,26509;
19455;11,47801;52,26403;
19456;11,47811;52,26388;
19457;11,47868;52,26269;
19458;11,47873;52,26256;
19459;11,47905;52,26191;
19460;11,47929;52,26155;
19461;11,48022;52,2604;
19462;11,48046;52,26015;
19463;11,48077;52,25989;
19464;11,48103;52,25972;
19465;11,48158;52,25944;
19466;11,48222;52,25921;
19467;11,4826;52,25911;
19468;11,48479;52,25862;
19469;11,48794;52,25782;
19470;11,48807;52,25777;
19471;11,48905;52,25747;
19472;11,4896;52,25727;
19473;11,49013;52,25704;
19474;11,49074;52,25672;
19475;11,491;52,25662;
19476;11,49248;52,25558;
19477;11,49294;52,2553;
19478;11,49322;52,25516;
19479;11,49357;52,25502;
19480;11,49412;52,25486;
19481;11,49464;52,25475;
19482;11,49543;52,25467;
19483;11,49658;52,25465;
19484;11,49689;52,25462;
19485;11,49723;52,25456;
19486;11,4976;52,25446;
19487;11,49789;52,25433;
19488;11,498;52,25427;
19489;11,49821;52,25412;
19490;11,49836;52,25399;
19491;11,49849;52,25384;
19492;11,4986;52,25367;
19493;11,49864;52,25356;
19494;11,49869;52,25337;
19495;11,49861;52,25214;
19496;11,49861;52,25203;
19497;11,49855;52,25121;
19498;11,49856;52,25112;
19499;11,49856;52,25105;
19500;11,49862;52,25085;
19501;11,49866;52,25075;
19502;11,49877;52,25058;
19503;11,49899;52,25035;
19504;11,49927;52,25016;
19505;11,49942;52,25008;
19506;11,49967;52,24998;
19507;11,50019;52,24982;
19508;11,50045;52,24977;
19509;11,50097;52,24958;
19510;11,50139;52,24936;
19511;11,50248;52,24862;
19512;11,50263;52,24848;
19513;11,50751;52,24503;
19514;11,50791;52,24472;
19515;11,50867;52,24403;
19516;11,51014;52,24242;
19517;11,51075;52,24185;
19518;11,51101;52,24163;
19519;11,51154;52,24122;
19520;11,51253;52,24057;
19521;11,51554;52,23876;
19522;11,5161;52,23846;
19523;11,51656;52,23824;
19524;11,51673;52,23819;
19525;11,51788;52,23777;
19526;11,51927;52,23732;
19527;11,52117;52,23684;
19528;11,52241;52,23643;
19529;11,52311;52,23613;
19530;11,52387;52,23574;
19531;11,52446;52,23538;
19532;11,52481;52,23513;
19533;11,5252;52,23482;
19534;11,52578;52,23428;
19535;11,52636;52,23359;
19536;11,52764;52,23195;
19537;11,5277;52,23191;
19538;11,52871;52,23076;
19539;11,52879;52,23069;
19540;11,52979;52,22954;
19541;11,52982;52,22946;
19542;11,53059;52,22871;
19543;11,53291;52,22663;
19544;11,53348;52,22607;
19545;11,53615;52,2231;
19546;11,53646;52,22281;
19547;11,53686;52,22247;
19548;11,53697;52,22242;
19549;11,53739;52,22209;
19550;11,53753;52,22196;
19551;11,53828;52,22135;
19552;11,5385;52,22115;
19553;11,53857;52,22105;
19554;11,53913;52,22056;
19555;11,53954;52,22012;
19556;11,53995;52,21964;
19557;11,54073;52,21861;
19558;11,54105;52,21824;
19559;11,54258;52,21675;
19560;11,54305;52,21632;
19561;11,5431;52,21624;
19562;11,54462;52,21476;
19563;11,54484;52,21457;
19564;11,54493;52,21452;
19565;11,54581;52,21367;
19566;11,54614;52,21332;
19567;11,5465;52,21284;
19568;11,54667;52,21256;
19569;11,54683;52,21225;
19570;11,5469;52,21217;
19571;11,54707;52,2117;
19572;11,54717;52,21124;
19573;11,54753;52,21124;
19574;11,54764;52,21122;
19575;11,54767;52,21122;
19576;11,54771;52,21121;
19577;11,54777;52,21118;
19578;11,5478;52,21117;
19579;11,54789;52,21112;
19580;11,54803;52,21095;
19581;11,54824;52,21062;
19582;11,54853;52,2101;
19583;11,54906;52,20884;
19584;11,54913;52,20871;
19585;11,54922;52,20859;
19586;11,54935;52,20844;
19587;11,55027;52,20752;
19588;11,55071;52,20701;
19589;11,55135;52,20617;
19590;11,55192;52,2055;
19591;11,55251;52,20492;
19592;11,55322;52,2043;
19593;11,5537;52,20394;
19594;11,55391;52,20386;
19595;11,55448;52,20347;
19596;11,55455;52,20339;
19597;11,55467;52,20331;
19598;11,55489;52,20314;
19599;11,55526;52,20281;
19600;11,55643;52,20163;
19601;11,55892;52,19937;
19602;11,55928;52,199;
19603;11,5595;52,19871;
19604;11,56095;52,19625;
19605;11,56109;52,19604;
19606;11,56508;52,19148;
19607;11,56523;52,19129;
19608;11,56533;52,19123;
19609;11,5658;52,19072;
19610;11,56583;52,19068;
19611;11,56689;52,18953;
19612;11,56693;52,18946;
19613;11,56765;52,18868;
19614;11,56853;52,18781;
19615;11,569;52,18738;
19616;11,57104;52,18566;
19617;11,57115;52,18558;
19618;11,57132;52,1854;
19619;11,57144;52,18524;
19620;11,57149;52,18516;
19621;11,57154;52,18506;
19622;11,57161;52,18487;
19623;11,57163;52,18473;
19624;11,57168;52,18285;
19625;11,57169;52,18281;
19626;11,57171;52,18277;
19627;11,57175;52,18272;
19628;11,57182;52,18265;
19629;11,57199;52,18258;
19630;11,57212;52,18255;
19631;11,57491;52,18225;
19632;11,57532;52,18216;
19633;11,57543;52,18212;
19634;11,5772;52,18118;
19635;11,57751;52,181;
19636;11,57752;52,181;
19637;11,57905;52,18013;
19638;11,5794;52,18002;
19639;11,57953;52,18001;
19640;11,57964;52,17999;
19641;11,57977;52,17999;
19642;11,58005;52,18002;
19643;11,5802;52,18005;
19644;11,58033;52,18009;
19645;11,58047;52,18015;
19646;11,58227;52,18118;
19647;11,58239;52,18126;
19648;11,58274;52,18141;
19649;11,58301;52,18149;
19650;11,58341;52,18155;
19651;11,58381;52,18156;
19652;11,58391;52,18154;
19653;11,58474;52,1815;
19654;11,58474;52,18107;
19655;11,58479;52,18044;
19656;11,58487;52,17996;
19657;11,58505;52,17926;
19658;11,58525;52,17878;
19659;11,58573;52,17785;
19660;11,58592;52,17752;
19661;11,58663;52,17652;
19662;11,58704;52,17607;
19663;11,58753;52,1756;
19664;11,58821;52,17507;
19665;11,58833;52,17501;
19666;11,58875;52,17471;
19667;11,58966;52,17417;
19668;11,59124;52,17334;
19669;11,59171;52,17312;
19670;11,59192;52,17307;
19671;11,59446;52,17217;
19672;11,59547;52,17177;
19673;11,59562;52,17169;
19674;11,60292;52,16911;
19675;11,60404;52,16866;
19676;11,60442;52,16849;
19677;11,60546;52,16808;
19678;11,60702;52,16742;
19679;11,60709;52,16741;
19680;11,6086;52,16682;
19681;11,60945;52,16656;
19682;11,60957;52,16651;
19683;11,61066;52,16631;
19684;11,6113;52,16625;
19685;11,61135;52,16624;
19686;11,61195;52,16621;
19687;11,61375;52,16619;
19688;11,61395;52,16621;
19689;11,61469;52,16619;
19690;11,61487;52,1662;
19691;11,61497;52,16616;
19692;11,61911;52,16616;
19693;11,62425;52,16628;
19694;11,62581;52,16628;
19695;11,62592;52,16632;
19696;11,62599;52,16633;
19697;11,62622;52,16633;
19698;11,62975;52,16613;
19699;11,6298;52,16612;
19700;11,6299;52,16608;
19701;11,63264;52,16597;
19702;11,63295;52,16599;
19703;11,63308;52,16602;
19704;11,63314;52,16602;
19705;11,63468;52,16624;
19706;11,63606;52,16648;
19707;11,63632;52,16654;
19708;11,63733;52,16691;
19709;11,63758;52,16698;
19710;11,63778;52,167;
19711;11,63805;52,16699;
19712;11,63821;52,16697;
19713;11,63842;52,16692;
19714;11,63859;52,16686;
19715;11,6387;52,16681;
19716;11,63871;52,1668;
19717;11,63879;52,16676;
19718;11,6388;52,16675;
19719;11,63891;52,16668;
19720;11,63897;52,16661;
19721;11,63909;52,1666;
19722;11,63947;52,16637;
19723;11,63994;52,16621;
19724;11,64036;52,16597;
19725;11,64057;52,16591;
19726;11,64068;52,16586;
19727;11,64108;52,16574;
19728;11,64133;52,16563;
19729;11,64156;52,167443;Magdeburg
19730;11,64184;52,16516;
19731;11,64191;52,16518;
19732;11,64197;52,16521;
19733;11,64207;52,16522;
19734;11,64212;52,1652;
19735;11,64238;52,16495;
19736;11,64292;52,16457;
19737;11,64332;52,16432;
19738;11,64367;52,16465;
19739;11,64388;52,16488;
19740;11,64393;52,16495;
19741;11,64401;52,16501;
19742;11,64383;52,16507;
19743;11,64257;52,16597;
19744;11,64156;52,16662;
19745;11,64141;52,16675;
19746;11,64228;52,1671;
19747;11,64177;52,16753;
19748;11,64228;52,1671;
19749;11,64141;52,16675;
19750;11,64156;52,16662;
19751;11,64257;52,16597;
19752;11,64383;52,16507;
19753;11,64401;52,16501;
19754;11,6446;52,16495;
19755;11,64473;52,16486;
19756;11,64489;52,16482;
19757;11,64496;52,16481;
19758;11,64504;52,16463;
19759;11,64524;52,16438;
19760;11,6454;52,16398;
19761;11,64554;52,16345;
19762;11,64557;52,16301;
19763;11,64557;52,16276;
19764;11,64534;52,16264;
19765;11,64528;52,16262;
19766;11,64517;52,16257;
19767;11,64464;52,16246;
19768;11,6444;52,16243;
19769;11,64406;52,16241;
19770;11,64348;52,16246;
19771;11,64321;52,16253;
19772;11,64304;52,16255;
19773;11,64289;52,16258;
19774;11,64259;52,16261;
19775;11,64237;52,16261;
19776;11,64208;52,16259;
19777;11,64195;52,16257;
19778;11,64194;52,16256;
19779;11,64111;52,16238;
19780;11,63922;52,16188;
19781;11,63914;52,16181;
19782;11,63737;52,16133;
19783;11,63688;52,16122;
19784;11,63107;52,16037;
19785;11,63059;52,16028;
19786;11,63003;52,16015;
19787;11,6292;52,15984;
19788;11,62825;52,15939;
19789;11,62823;52,15939;
19790;11,62775;52,1592;
19791;11,62722;52,15905;
19792;11,62715;52,15904;
19793;11,62659;52,15889;
19794;11,62647;52,15892;
19795;11,6259;52,1588;
19796;11,62554;52,15875;
19797;11,62482;52,15871;
19798;11,62397;52,1587;
19799;11,61611;52,15879;
19800;11,6134;52,15876;
19801;11,61323;52,15871;
19802;11,61298;52,1587;
19803;11,61183;52,15857;
19804;11,61108;52,15845;
19805;11,61061;52,1584;
19806;11,60979;52,15842;
19807;11,60402;52,15821;
19808;11,60248;52,15809;
19809;11,60077;52,1579;
19810;11,60058;52,15792;
19811;11,59478;52,15743;
19812;11,59465;52,15744;
19813;11,59171;52,15723;
19814;11,5902;52,15716;
19815;11,5844;52,15658;
19816;11,58431;52,15662;
19817;11,58426;52,15656;
19818;11,58081;52,15615;
19819;11,5808;52,15614;
19820;11,57771;52,15582;
19821;11,57757;52,15578;
19822;11,57456;52,15577;
19823;11,57264;52,15583;
19824;11,57167;52,15578;
19825;11,57142;52,15574;
19826;11,57109;52,15572;
19827;11,56937;52,15554;
19828;11,56816;52,1555;
19829;11,56677;52,1555;
19830;11,56621;52,15553;
19831;11,56615;52,15511;
19832;11,56118;52,15525;
19833;11,561;52,15529;
19834;11,56078;52,15522;
19835;11,55956;52,1549;
19836;11,55909;52,1548;
19837;11,54037;52,15016;
19838;11,53966;52,14996;
19839;11,53729;52,1494;
19840;11,53669;52,14921;
19841;11,53587;52,14885;
19842;11,53565;52,14877;
19843;11,52644;52,14668;
19844;11,52612;52,14664;
19845;11,52569;52,14663;
19846;11,52502;52,14666;
19847;11,5229;52,14665;
19848;11,52248;52,14662;
19849;11,52147;52,14648;
19850;11,51804;52,14609;
19851;11,51774;52,14604;
19852;11,51691;52,14599;
19853;11,51663;52,14595;
19854;11,5165;52,14585;
19855;11,51439;52,14153;
19856;11,51418;52,1412;
19857;11,51411;52,14105;
19858;11,514;52,14092;
19859;11,51375;52,14079;
19860;11,51339;52,14063;
19861;11,51178;52,14003;
19862;11,51171;52,14002;
19863;11,51073;52,13971;
19864;11,51061;52,13966;
19865;11,50931;52,13882;
19866;11,50802;52,13804;
19867;11,50737;52,13769;
19868;11,50732;52,13767;
19869;11,50703;52,13749;
19870;11,50482;52,13524;
19871;11,50454;52,13528;
19872;11,50426;52,1353;
19873;11,50266;52,13532;
19874;11,50218;52,1353;
19875;11,50206;52,13526;
19876;11,50124;52,13515;
19877;11,50107;52,13511;
19878;11,50034;52,13475;
19879;11,49971;52,13459;
19880;11,49948;52,13455;
19881;11,49884;52,13439;
19882;11,49877;52,13436;
19883;11,49849;52,13437;
19884;11,49837;52,13435;
19885;11,49824;52,13431;
19886;11,49765;52,13408;
19887;11,49644;52,13391;
19888;11,49599;52,13383;
19889;11,49587;52,13377;
19890;11,49568;52,13365;
19891;11,49557;52,13352;
19892;11,49535;52,13329;
19893;11,49498;52,13314;
19894;11,49401;52,1328;
19895;11,49381;52,13271;
19896;11,49382;52,13258;
19897;11,4938;52,13251;
19898;11,49371;52,13231;
19899;11,49362;52,13218;
19900;11,49346;52,13224;
19901;11,4932;52,13226;
19902;11,49311;52,13124;
19903;11,48911;52,13017;
19904;11,48885;52,13012;
19905;11,48845;52,13008;
19906;11,48827;52,13003;
19907;11,48802;52,12991;
19908;11,48782;52,12974;
19909;11,48766;52,12963;
19910;11,48745;52,12953;
19911;11,48734;52,1295;
19912;11,48718;52,12948;
19913;11,48671;52,12945;
19914;11,4864;52,12939;
19915;11,48582;52,12915;
19916;11,46858;52,1213;
19917;11,46831;52,12119;
19918;11,46811;52,12114;
19919;11,46785;52,1211;
19920;11,44556;52,11859;
19921;11,44541;52,11855;
19922;11,44063;52,11803;
19923;11,4404;52,11794;
19924;11,44028;52,11787;
19925;11,44017;52,11782;
19926;11,43996;52,11768;
19927;11,43969;52,11759;
19928;11,43949;52,11751;
19929;11,43938;52,11745;
19930;11,43935;52,11741;
19931;11,43928;52,11717;
19932;11,43916;52,11703;
19933;11,43901;52,1169;
19934;11,43879;52,11674;
19935;11,43859;52,11663;
19936;11,4384;52,11651;
19937;11,43816;52,11633;
19938;11,438;52,11626;
19939;11,4379;52,11619;
19940;11,43785;52,11613;
19941;11,43781;52,11606;
19942;11,4378;52,1159;
19943;11,43778;52,11578;
19944;11,43772;52,11565;
19945;11,43765;52,11558;
19946;11,43754;52,11552;
19947;11,43736;52,11544;
19948;11,43711;52,1154;
19949;11,4368;52,11539;
19950;11,43625;52,1154;
19951;11,43441;52,1162;
19952;11,42773;52,11588;
19953;11,42753;52,1159;
19954;11,38901;52,12191;
19955;11,38883;52,12192;
19956;11,38861;52,12191;
19957;11,38798;52,12178;
19958;11,38747;52,12161;
19959;11,38745;52,12156;
19960;11,38745;52,12153;
19961;11,38757;52,12111;
19962;11,38752;52,12103;
19963;11,38721;52,12085;
19964;11,38605;52,12028;
19965;11,38568;52,12013;
19966;11,38537;52,12006;
19967;11,38224;52,11959;
19968;11,38162;52,11953;
19969;11,38143;52,11946;
19970;11,37207;52,11508;
19971;11,37192;52,11502;
19972;11,3643;52,11259;
19973;11,36406;52,11249;
19974;11,36394;52,11245;
19975;11,36369;52,11242;
19976;11,36366;52,11243;
19977;11,36356;52,11248;
19978;11,36326;52,1128;
19979;11,36273;52,11326;
19980;11,36256;52,11338;
19981;11,36232;52,11351;
19982;11,36225;52,11354;
19983;11,36197;52,11356;
19984;11,36137;52,11357;
19985;11,36089;52,1135;
19986;11,36036;52,11339;
19987;11,35916;52,11308;
19988;11,35877;52,11296;
19989;11,35867;52,11291;
19990;11,35846;52,11277;
19991;11,35536;52,11034;
19992;11,35508;52,11009;
19993;11,35495;52,10994;
19994;11,35354;52,10997;
19995;11,34667;52,10997;
19996;11,34113;52,10987;
19997;11,34059;52,10984;
19998;11,33927;52,10967;
19999;11,33855;52,1096;
20000;11,33818;52,10958;
20001;11,33697;52,10959;
20002;11,33682;52,10958;
20003;11,33365;52,10905;
20004;11,33316;52,10899;
20005;11,33015;52,10895;
20006;11,32983;52,1089;
20007;11,3297;52,10887;
20008;11,32951;52,10878;
20009;11,32933;52,10868;
20010;11,3292;52,10856;
20011;11,32903;52,10827;
20012;11,32683;52,10811;
20013;11,32425;52,10785;
20014;11,32393;52,1078;
20015;11,3232;52,10775;
20016;11,30201;52,1055;
20017;11,30196;52,10545;
20018;11,30185;52,10548;
20019;11,30175;52,10549;
20020;11,30157;52,10549;
20021;11,30098;52,10544;
20022;11,29831;52,10533;
20023;11,29811;52,10531;
20024;11,29786;52,10526;
20025;11,29768;52,1052;
20026;11,29735;52,10504;
20027;11,29726;52,10498;
20028;11,29696;52,10484;
20029;11,29681;52,10474;
20030;11,29661;52,10463;
20031;11,29664;52,10458;
20032;11,29472;52,10343;
20033;11,29459;52,10339;
20034;11,29434;52,10339;
20035;11,29431;52,10308;
20036;11,29397;52,10301;
20037;11,29367;52,10286;
20038;11,29336;52,10263;
20039;11,2931;52,10268;
20040;11,29187;52,10281;
20041;11,29144;52,10282;
20042;11,29106;52,10277;
20043;11,29064;52,10274;
20044;11,2901;52,10266;
20045;11,2895;52,10263;
20046;11,28908;52,10263;
20047;11,28814;52,10269;
20048;11,28802;52,10252;
20049;11,28781;52,10231;
20050;11,2866;52,10277;
20051;11,28616;52,10296;
20052;11,28584;52,10308;
20053;11,28509;52,1033;
20054;11,28493;52,10324;
20055;11,28331;52,1028;
20056;11,28299;52,10274;
20057;11,28258;52,10264;
20058;11,28211;52,1025;
20059;11,28184;52,10244;
20060;11,28159;52,1024;
20061;11,27203;52,10171;
20062;11,27178;52,10167;
20063;11,2699;52,10103;
20064;11,26979;52,101;
20065;11,26957;52,10098;
20066;11,26944;52,101;
20067;11,26936;52,101;
20068;11,26903;52,10109;
20069;11,26865;52,10123;
20070;11,26837;52,10129;
20071;11,26809;52,10133;
20072;11,26792;52,10134;
20073;11,26668;52,10151;
20074;11,26651;52,10152;
20075;11,26626;52,10158;
20076;11,26622;52,10158;
20077;11,26614;52,1016;
20078;11,26611;52,1016;
20079;11,26604;52,10161;
20080;11,26599;52,10161;
20081;11,26592;52,10162;
20082;11,2659;52,10163;
20083;11,26583;52,10168;
20084;11,26297;52,10078;
20085;11,26232;52,10061;
20086;11,25864;52,1;
20087;11,25816;52,09995;
20088;11,25793;52,09995;
20089;11,25744;52,09998;
20090;11,25145;52,10085;
20091;11,25023;52,10096;
20092;11,24196;52,10104;
20093;11,24129;52,10107;
20094;11,24065;52,10115;
20095;11,24016;52,10125;
20096;11,24013;52,10118;
20097;11,2401;52,10113;
20098;11,23978;52,1008;
20099;11,23865;52,10029;
20100;11,23859;52,1003;
20101;11,23853;52,1003;
20102;11,23735;52,10043;
20103;11,23479;52,10065;
20104;11,23463;52,10068;
20105;11,23434;52,10077;
20106;11,23405;52,10088;
20107;11,23379;52,101;
20108;11,23389;52,10076;
20109;11,23187;52,1005;
20110;11,23175;52,1005;
20111;11,23062;52,10036;
20112;11,23005;52,10026;
20113;11,22953;52,10021;
20114;11,22887;52,10011;
20115;11,22846;52,10003;
20116;11,22793;52,09995;
20117;11,22739;52,09984;
20118;11,22533;52,0996;
20119;11,22429;52,09951;
20120;11,22088;52,09935;
20121;11,22038;52,09936;
20122;11,2201;52,0994;
20123;11,21961;52,09951;
20124;11,21585;52,09998;
20125;11,21373;52,10035;
20126;11,21318;52,10041;
20127;11,21268;52,10044;
20128;11,21237;52,10044;
20129;11,21198;52,10046;
20130;11,21023;52,10043;
20131;11,21032;52,10037;
20132;11,21037;52,10026;
20133;11,21033;52,10009;
20134;11,21026;52,09991;
20135;11,21017;52,09974;
20136;11,20998;52,09954;
20137;11,20977;52,09941;
20138;11,20967;52,09931;
20139;11,20914;52,09891;
20140;11,20879;52,09868;
20141;11,20852;52,09847;
20142;11,20795;52,09797;
20143;11,20761;52,0976;
20144;11,20727;52,09735;
20145;11,20711;52,09726;
20146;11,20688;52,09717;
20147;11,20651;52,0971;
20148;11,20625;52,09703;
20149;11,20489;52,09546;
20150;11,20474;52,09531;
20151;11,20398;52,09483;
20152;11,20371;52,09469;
20153;11,20308;52,09431;
20154;11,20171;52,09365;
20155;11,20132;52,09343;
20156;11,20103;52,09323;
20157;11,20067;52,09304;
20158;11,20071;52,09305;
20159;11,20022;52,09289;
20160;11,19989;52,0928;
20161;11,19975;52,09275;
20162;11,1987;52,09218;
20163;11,19844;52,09201;
20164;11,19817;52,09205;
20165;11,19743;52,09207;
20166;11,19676;52,09203;
20167;11,19532;52,09186;
20168;11,19286;52,0914;
20169;11,19282;52,09138;
20170;11,19229;52,09126;
20171;11,19198;52,09121;
20172;11,19161;52,09118;
20173;11,19121;52,09111;
20174;11,19076;52,09101;
20175;11,1903;52,09087;
20176;11,19013;52,09083;
20177;11,18963;52,09082;
20178;11,18896;52,09089;
20179;11,18806;52,09102;
20180;11,18727;52,09117;
20181;11,18661;52,09127;
20182;11,18557;52,09138;
20183;11,1834;52,09167;
20184;11,18239;52,09184;
20185;11,17992;52,09194;
20186;11,17816;52,09205;
20187;11,17562;52,09236;
20188;11,175;52,09246;
20189;11,1737;52,09278;
20190;11,17318;52,09287;
20191;11,17196;52,093;
20192;11,17078;52,09319;
20193;11,17044;52,09327;
20194;11,16967;52,09352;
20195;11,1688;52,09376;
20196;11,16812;52,09391;
20197;11,16784;52,09393;
20198;11,16568;52,09393;
20199;11,16512;52,09391;
20200;11,1648;52,09387;
20201;11,16442;52,0938;
20202;11,16392;52,09368;
20203;11,16344;52,09359;
20204;11,16312;52,09357;
20205;11,16211;52,09355;
20206;11,16163;52,09352;
20207;11,16102;52,09339;
20208;11,16075;52,09331;
20209;11,16015;52,09307;
20210;11,15984;52,09301;
20211;11,1596;52,09298;
20212;11,15951;52,09299;
20213;11,15941;52,09297;
20214;11,15935;52,09295;
20215;11,15925;52,0929;
20216;11,15918;52,09284;
20217;11,15885;52,09291;
20218;11,15854;52,09294;
20219;11,15847;52,09296;
20220;11,15834;52,09303;
20221;11,15829;52,09313;
20222;11,15813;52,0931;
20223;11,15776;52,09309;
20224;11,15684;52,09295;
20225;11,1563;52,09299;
20226;11,15568;52,093;
20227;11,15536;52,09297;
20228;11,15475;52,0928;
20229;11,15362;52,09244;
20230;11,15339;52,0924;
20231;11,15292;52,09235;
20232;11,1522;52,09233;
20233;11,1507;52,09237;
20234;11,15052;52,0924;
20235;11,15017;52,09251;
20236;11,14995;52,09261;
20237;11,14967;52,09276;
20238;11,14953;52,09285;
20239;11,14943;52,09294;
20240;11,14935;52,09303;
20241;11,14921;52,09325;
20242;11,14904;52,09376;
20243;11,14886;52,0942;
20244;11,14879;52,0943;
20245;11,14875;52,09441;
20246;11,14789;52,09451;
20247;11,14048;52,09518;
20248;11,14029;52,09517;
20249;11,14014;52,09514;
20250;11,13564;52,09376;
20251;11,13526;52,09362;
20252;11,12151;52,08798;
20253;11,12111;52,08784;
20254;11,11993;52,08825;
20255;11,11939;52,08841;
20256;11,11766;52,08899;
20257;11,11714;52,08892;
20258;11,1169;52,0889;
